title,price,location,Registration Year,Insurance,Fuel Type,Kms Driven,RTO,Ownership
2018 Maruti Swift Dzire Tour LDI,₹3.57 Lakh,"Mansarovar, Jaipur",2018,Expired,Diesel,"90,000 Kms",Jaipur,First Owner
2017 Maruti Swift VXI Windsong Limited edition,₹5.25 Lakh,"Jeetawal, Jaipur",Dec 2017,Comprehensive,Petrol,"34,000 Kms",RJ59,First Owner
2019 Honda WR-V Edge Edition i-DTEC S,₹7.50 Lakh,"Bassi Naga, Jaipur",Jan 2020,Expired,Diesel,"38,975 Kms",Alwar,First Owner
2016 Mahindra KUV 100 mFALCON D75 K6,₹3 Lakh,"Mansarovar, Jaipur",2016,Expired,Diesel,"1,00,000 Kms",Jaipur,Second Owner
2012 Mercedes-Benz E-Class E350 CDI Avantgarde,₹11 Lakh,"Sanganer Bazar, Jaipur",2012,Expired,Diesel,"80,000 Kms",Chandigarh,Fourth Owner
2016 Maruti Swift VXI Optional,₹5 Lakh,"Shyam Nagar, Jaipur",Jan 2017,Expired,Petrol,"76,000 Kms",bhiwadi,First Owner
2014 Toyota Fortuner 4x4 MT,₹12 Lakh,"Sanganer Bazar, Jaipur",2014,Expired,Diesel,"1,50,000 Kms",Alwar,Second Owner
2013 Nissan Evalia XV 2012-2014,₹3.55 Lakh,"Mansarovar, Jaipur",Oct 2013,Comprehensive,Diesel,"78,000 Kms",Jaipur,Second Owner
2017 Hyundai Creta 1.4 S,₹8.50 Lakh,"Bassi Naga, Jaipur",Jun 2017,Comprehensive,Diesel,"95,000 Kms",RJ60,First Owner
2014 Audi Q7 3.0 TDI quattro,₹10.51 Lakh,"Nirman Nagar, Jaipur",2014,Expired,Diesel,"73,000 Kms",New Delhi,Second Owner
2017 Toyota Innova Crysta 2.8 ZX AT BSIV,₹14.50 Lakh,"Vaishali Nagar, Jaipur",Jan 2017,Comprehensive,Diesel,"1,43,000 Kms",Jaipur,First Owner
2014 Volkswagen Vento Diesel Breeze,₹4 Lakh,"Mansarovar, Jaipur",Sept 2014,Expired,Diesel,"70,000 Kms",Bikaner,Second Owner
2014 Toyota Fortuner 4x4 MT,₹14.41 Lakh,"Vaishali Nagar, Jaipur",Mar 2014,Comprehensive,Diesel,"1,85,000 Kms",Jaipur,First Owner
2011 Volkswagen Vento Diesel Highline,₹2.95 Lakh,"Mansarovar, Jaipur",Feb 2011,Comprehensive,Diesel,"89,000 Kms",Jaipur,First Owner
2014 Maruti Alto K10 VXI,₹2.11 Lakh,"City, Jaipur",2014,Expired,Petrol,"40,000 Kms",Jaipur,First Owner
2022 Volkswagen Vento 1.0 TSI Highline,₹8.90 Lakh,"Bassi Naga, Jaipur",Feb 2022,Comprehensive,Petrol,"22,000 Kms",Jodhpur,First Owner
2014 Volkswagen Polo 1.5 TDI Highline,₹3.75 Lakh,"Mansarovar, Jaipur",Jun 2014,Comprehensive,Diesel,"91,200 Kms",Jaipur,Second Owner
2021 Land Rover Range Rover Evoque 2.0 R-Dynamic SE,₹64 Lakh,"Tilak Nagar East, New Delhi",Aug 2024,Comprehensive,Petrol,"23,000 Kms",Sirsa,First Owner
2017 Maruti Baleno 1.2 Zeta,₹5.25 Lakh,"Shyam Nagar, Jaipur",Feb 2017,Third Party,Petrol,"85,000 Kms",Jaipur,First Owner
2020 Renault KWID 1.0 AMT RXT,₹4.29 Lakh,"Shyam Nagar, Jaipur",Aug 2020,Comprehensive,Petrol,"28,514 Kms",Udaipur,First Owner
2023 Skoda Slavia 1.0 TSI Ambition AT,₹14 Lakh,"Sanganer Bazar, Jaipur",2023,Expired,Petrol,"10,000 Kms",,First Owner
2018 Honda Amaze V Petrol BSIV,₹4.50 Lakh,"Shyam Nagar, Jaipur",2018,Expired,Petrol,"1,00,000 Kms",Churu,Third Owner
2017 Mahindra KUV 100 NXT D75 K8,₹4.07 Lakh,"Mansarovar, Jaipur",Oct 2017,Third Party,Diesel,"50,642 Kms",Jaipur,Second Owner
2020 MG Gloster Sharp 6-Str,₹29.50 Lakh,"Sanganer Bazar, Jaipur",Nov 2020,Comprehensive,Diesel,"62,000 Kms",Jaipur,First Owner
2012 Audi Q5 2.0 TDI,₹8.50 Lakh,"Mansarovar, Jaipur",Jan 2012,Comprehensive,Diesel,"1,00,000 Kms",Jaipur,Second Owner
2015 Honda City i DTEC V,₹4.65 Lakh,"Mansarovar, Jaipur",Feb 2015,Comprehensive,Diesel,"1,33,000 Kms",Jaipur,Second Owner
2020 Honda City V CVT,₹9.16 Lakh,"Bassi Naga, Jaipur",Feb 2020,Comprehensive,Petrol,"24,275 Kms",Jaipur,First Owner
2014 Jaguar XF 2.2 Litre Luxury,₹17 Lakh,"Malviya Nagar, Jaipur",Oct 2014,Comprehensive,Diesel,"54,000 Kms",Jaipur,Second Owner
2017 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,₹6.75 Lakh,"Shyam Nagar, Jaipur",Dec 2017,Comprehensive,Diesel,"87,000 Kms",Jaipur,First Owner
2015 Tata Safari DICOR 2.2 EX 4x2,₹3.75 Lakh,"Mansarovar, Jaipur",Mar 2015,Comprehensive,Diesel,"1,45,000 Kms",Jaipur,First Owner
2014 Tata Safari Storme EX,₹5.10 Lakh,"Shyam Nagar, Jaipur",Jul 2014,Third Party,Diesel,"90,000 Kms",Jaipur,Third Owner
2015 Renault KWID RXL,₹2.25 Lakh,"Mansarovar, Jaipur",Nov 2015,Comprehensive,Petrol,"76,000 Kms",Jaipur,Second Owner
2019 Hyundai Creta 1.6 SX Automatic,₹8.92 Lakh,"Mansarovar, Jaipur",Dec 2019,Zero Dep,Petrol,"57,131 Kms",Jaipur,First Owner
2016 Hyundai Creta 1.6 CRDi SX Option,₹7 Lakh,"Shyam Nagar, Jaipur",May 2016,Comprehensive,Diesel,"70,000 Kms",New Delhi,First Owner
2019 Hyundai Verna CRDi 1.6 AT SX Option,₹11 Lakh,"Sanganer Bazar, Jaipur",May 2019,Comprehensive,Diesel,"81,000 Kms",Jaipur,First Owner
2020 Skoda Rapid 1.5 TDI Ambition BSIV,₹10 Lakh,"Sanganer Bazar, Jaipur",Feb 2020,Comprehensive,Diesel,"64,000 Kms",Ajmer,First Owner
2014 Volkswagen Polo Cup Edition Comfortline,₹3.46 Lakh,"City, Jaipur",Jan 2015,Comprehensive,Petrol,"85,308 Kms",Jhunjhunu,First Owner
2020 Kia Seltos HTE Diesel,₹10.40 Lakh,"Sanganer Bazar, Jaipur",Feb 2020,Comprehensive,Diesel,"46,802 Kms",Jaipur,First Owner
2014 Audi Q3 2.0 TDI,₹6.30 Lakh,"Shyam Nagar, Jaipur",2014,Expired,Diesel,"1,00,000 Kms",Jaipur,Third Owner
2013 Chevrolet Beat Diesel LS,₹2 Lakh,"City, Jaipur",2013,Expired,Diesel,"1,20,000 Kms",Jaipur,Second Owner
2019 Tata Nexon 1.2 Revotron XM,₹6 Lakh,"Shyam Nagar, Jaipur",Apr 2019,Comprehensive,Petrol,"24,000 Kms",Jaipur,First Owner
2014 BMW 3 Series 320d GT Sport Line,₹12.80 Lakh,"Sanganer Bazar, Jaipur",Oct 2014,Comprehensive,Diesel,"79,412 Kms",Udaipur,Second Owner
2021 Hyundai Verna S Plus Diesel,₹9.90 Lakh,"Sanganer Bazar, Jaipur",May 2021,Comprehensive,Diesel,"53,000 Kms",Jaipur,First Owner
2022 Hyundai i20 Asta Opt IVT BSVI,₹10.50 Lakh,"Sanganer Bazar, Jaipur",Oct 2023,Comprehensive,Petrol,"8,540 Kms",Jaipur,First Owner
2014 Maruti Ertiga ZDI,₹6.25 Lakh,"Shyam Nagar, Jaipur",May 2014,Comprehensive,Diesel,"75,000 Kms",Jaipur,First Owner
2018 Mahindra XUV500 R W10 FWD,₹10.25 Lakh,"Sanganer Bazar, Jaipur",Nov 2018,Comprehensive,Diesel,"1,21,000 Kms",Jaipur,First Owner
2019 Hyundai Grand i10 1.2 Kappa Asta,₹5.45 Lakh,"Shyam Nagar, Jaipur",Jul 2019,Comprehensive,Petrol,"50,000 Kms",Jaipur,First Owner
2022 Volkswagen Virtus Highline BSVI,₹10.50 Lakh,"Sanganer Bazar, Jaipur",2022,Expired,Petrol,"10,000 Kms",Jaipur,First Owner
2017 Maruti Celerio ZXI AT,₹4.50 Lakh,"Mansarovar, Jaipur",Jul 2017,Comprehensive,Petrol,"64,000 Kms",Jaipur,Second Owner
2014 Hyundai Grand i10 Asta,₹4.25 Lakh,"Shyam Nagar, Jaipur",Jan 2015,Expired,Petrol,"80,456 Kms",Jaipur,First Owner
2018 Maruti Ciaz Petrol,₹6.37 Lakh,"Shyam Nagar, Jaipur",Oct 2018,Comprehensive,Diesel,"1,12,453 Kms",Jaipur,First Owner
2021 Honda City ZX MT Diesel,₹12.25 Lakh,"Sanganer Bazar, Jaipur",Feb 2022,Comprehensive,Diesel,"39,000 Kms",Sri Ganganagar,First Owner
2015 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,₹5.50 Lakh,"Vaishali Nagar, Jaipur",2015,Expired,Diesel,"1,60,000 Kms",Jaipur,Second Owner
2018 Tata Nexon 1.2 Revotron XM,₹5.90 Lakh,"Shyam Nagar, Jaipur",Jul 2018,Comprehensive,Petrol,"72,982 Kms",Jaipur,First Owner
2016 Renault KWID 1.0,₹2.45 Lakh,"City, Jaipur",2016,Expired,Petrol,"60,000 Kms",,First Owner
2015 Hyundai Creta 1.6 CRDi SX,₹6 Lakh,"Shyam Nagar, Jaipur",2015,Expired,Diesel,"1,60,000 Kms",Faridabad,First Owner
2022 Honda City ZX MT Diesel,₹12.24 Lakh,"Sanganer Bazar, Jaipur",Mar 2022,Comprehensive,Diesel,"79,640 Kms",Jaipur,First Owner
2012 Hyundai i20 1.4 CRDi Sportz,₹2.85 Lakh,"Vaishali Nagar, Jaipur",Nov 2012,Comprehensive,Diesel,"99,000 Kms",sirohi,First Owner
2021 BMW 3 Series 330i M Sport,₹45 Lakh,"Tilak Nagar East, New Delhi",Sept 2021,Comprehensive,Petrol,"15,000 Kms",Udaipur,First Owner
2012 Skoda Rapid 1.6 TDI Ambition,₹3.25 Lakh,"Mansarovar, Jaipur",Feb 2012,Expired,Diesel,"90,000 Kms",Jaipur,First Owner
2013 Renault Duster 110PS Diesel RxL,₹2.65 Lakh,"Vaishali Nagar, Jaipur",2013,Expired,Diesel,"1,00,000 Kms",Jaipur,First Owner
2010 Maruti SX4 VXI,₹1.80 Lakh,Jaipur,2010,Expired,Petrol,"90,000 Kms",New Delhi,Second Owner
2024 Maruti Alto K10 VXI Plus,₹5 Lakh,"Mansarovar, Jaipur",2024,Expired,Petrol,"10,000 Kms",Jaipur,First Owner
2017 Hyundai i20 Magna 1.2,₹4.90 Lakh,"Mansarovar, Jaipur",Apr 2017,Comprehensive,Petrol,"70,000 Kms",Jaipur,First Owner
2017 Renault Duster SANDSTORM RXS 85 PS,₹4.89 Lakh,"Shyam Nagar, Jaipur",Apr 2017,Comprehensive,Diesel,"87,485 Kms",Jaipur,First Owner
2014 Audi A3 35 TDI Attraction,₹13.50 Lakh,"Nirman Nagar, Jaipur",Jan 2015,Comprehensive,Diesel,"70,000 Kms",Jaipur,First Owner
2016 Toyota Innova Crysta 2.8 ZX AT BSIV,₹15 Lakh,"Vaishali Nagar, Jaipur",Sept 2016,Comprehensive,Diesel,"1,86,000 Kms",Jaipur,First Owner
2015 Mahindra XUV500 W5,₹6.46 Lakh,"Shyam Nagar, Jaipur",Oct 2015,Comprehensive,Diesel,"83,246 Kms",Jaipur,First Owner
2017 Honda City i-DTEC ZX,₹7 Lakh,"Shyam Nagar, Jaipur",2017,Expired,Diesel,"1,00,000 Kms",,First Owner
2021 Tata Tiago 1.2 Revotron XZ Plus,₹5.54 Lakh,"Shyam Nagar, Jaipur",Mar 2021,Comprehensive,Petrol,"42,357 Kms",Udaipur,First Owner
2023 BMW M4 Competition xDrive BSVI,₹1.45 Crore,"Tilak Nagar East, New Delhi",May 2024,Comprehensive,Petrol,"5,000 Kms",JG01,First Owner
2015 Mahindra XUV500 R W10 FWD,₹7 Lakh,"Shyam Nagar, Jaipur",2015,Expired,Diesel,"90,000 Kms",Bhilwara,Second Owner
2013 Nissan Micra Diesel XV Premium,₹1.68 Lakh,"Mrec, Jaipur",2013,Expired,Diesel,"1,20,000 Kms",Ajmer,First Owner
2014 Chevrolet Sail 1.2 LS,₹1.50 Lakh,"Mrec, Jaipur",2014,Expired,Petrol,"1,20,000 Kms",Jaipur,First Owner
2015 Hyundai Verna 1.6 CRDi S,₹5.30 Lakh,"Shyam Nagar, Jaipur",Oct 2015,Comprehensive,Diesel,"81,000 Kms",Jaipur,Second Owner
2015 Hyundai Creta 1.6 CRDi SX Option,₹8.21 Lakh,"Mansarovar, Jaipur",Jan 2016,Comprehensive,Diesel,"85,000 Kms",Jaipur,First Owner
2021 MG Hector Plus Select Diesel MT 7 STR,₹16 Lakh,"Vaishali Nagar, Jaipur",Feb 2021,Comprehensive,Diesel,"85,000 Kms",beawar,First Owner
2017 Maruti Ciaz 1.3 Alpha,₹4.99 Lakh,"Shyam Nagar, Jaipur",2017,Expired,Diesel,"2,13,176 Kms",Jaipur,First Owner
2018 Maruti Vitara Brezza VDi,₹7 Lakh,"Shyam Nagar, Jaipur",Feb 2018,Comprehensive,Diesel,"62,083 Kms",Sri Ganganagar,Second Owner
2020 Porsche 718 Boxster BSVI,₹1.19 Crore,"Tilak Nagar East, New Delhi",Jan 2021,Comprehensive,Petrol,"8,600 Kms",nurpur,Second Owner
2016 Ford Endeavour Titanium Plus 4X4,₹14.51 Lakh,"Nirman Nagar, Jaipur",May 2016,Comprehensive,Diesel,"89,000 Kms",Ajmer,Third Owner
2016 Maruti Ciaz ZDi Plus SHVS,₹5.13 Lakh,"Mansarovar, Jaipur",2016,Expired,Diesel,"90,000 Kms",,First Owner
2017 Renault KWID 1.0 RXT,₹2 Lakh,"City, Jaipur",2017,Expired,Petrol,"40,000 Kms",Jaipur,Second Owner
2021 Kia Seltos HTX G,₹12.50 Lakh,"Sanganer Bazar, Jaipur",Feb 2021,Comprehensive,Petrol,"40,283 Kms",Jaipur,First Owner
2019 Maruti Baleno 1.2 Delta,₹4.90 Lakh,"Shyam Nagar, Jaipur",Feb 2019,Comprehensive,Petrol,"72,000 Kms",Kota,Second Owner
2014 Honda City V MT Diesel,₹4.46 Lakh,"Shyam Nagar, Jaipur",Sept 2014,Comprehensive,Diesel,"1,00,687 Kms",Jaipur,First Owner
2017 Renault KWID 1.0 RXT,₹2.90 Lakh,"Vaishali Nagar, Jaipur",Aug 2017,Comprehensive,Petrol,"59,000 Kms",Jhunjhunu,First Owner
2016 Maruti Ertiga SHVS VDI,₹6.10 Lakh,"Mansarovar, Jaipur",Jul 2016,Zero Dep,Diesel,"73,209 Kms",Jaipur,First Owner
2022 Renault Triber RXZ Dual Tone,₹7.67 Lakh,"Bassi Naga, Jaipur",Jun 2022,Comprehensive,Petrol,"34,456 Kms",Jaipur,First Owner
2021 BMW X5 xDrive 40i M Sport,₹74.50 Lakh,"Tilak Nagar East, New Delhi",Mar 2022,Comprehensive,Petrol,"46,100 Kms",Faridabad,Second Owner
2018 Hyundai Creta 1.4 E Plus CRDi,₹9.50 Lakh,"Vaishali Nagar, Jaipur",Jan 2019,Comprehensive,Diesel,"90,000 Kms",Jodhpur,First Owner
2017 Hyundai Creta 1.6 CRDi SX Plus,₹7.50 Lakh,"Bassi Naga, Jaipur",2017,Expired,Diesel,"1,20,000 Kms",Chandigarh,First Owner
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹4.31 Lakh,"Shyam Nagar, Jaipur",Aug 2018,Comprehensive,Petrol,"80,144 Kms",Jaipur,First Owner
2014 Hyundai Grand i10 CRDi Sportz,₹3.10 Lakh,"Mansarovar, Jaipur",2014,Expired,Diesel,"90,000 Kms",Jaipur,First Owner
2018 Tata Nexon 1.5 Revotorq XM,₹7.40 Lakh,"Bassi Naga, Jaipur",Jul 2018,Comprehensive,Diesel,"65,144 Kms",Jaipur,First Owner
2017 Honda City i VTEC V,₹6.50 Lakh,"Shyam Nagar, Jaipur",Jun 2017,Comprehensive,Petrol,"74,100 Kms",Jodhpur,Second Owner
2018 Audi Q3 35 TDI Quattro Premium Plus,₹25 Lakh,"Mansarovar, Jaipur",Oct 2018,Comprehensive,Diesel,"63,000 Kms",Alwar,First Owner
2011 Ford Figo Petrol LXI,₹1.90 Lakh,"Mrec, Jaipur",Mar 2011,Comprehensive,Petrol,"47,968 Kms",Alwar,First Owner
2014 Honda City i VTEC CVT VX,₹4.85 Lakh,"Shyam Nagar, Jaipur",May 2014,Comprehensive,Petrol,"36,000 Kms",Jaipur,First Owner
2020 Maruti Ciaz Petrol,₹7.52 Lakh,"Bassi Naga, Jaipur",Jul 2020,Comprehensive,Diesel,"73,501 Kms",Jaipur,First Owner
2023 Honda Amaze 2nd Gen VX,₹7.49 Lakh,"Mansarovar, Jaipur",2023,Expired,Petrol,"20,000 Kms",Jaipur,First Owner
2019 Hyundai Venue S Turbo BSIV,₹5.40 Lakh,"Shyam Nagar, Jaipur",2019,Expired,Petrol,"50,000 Kms",Jaipur,First Owner
2023 Tata Tiago EV XZ Plus LR,₹8.21 Lakh,"Mansarovar, Jaipur",2023,Expired,Electric,"40,000 Kms",,First Owner
2016 Hyundai Verna 1.6 CRDi SX,₹5.90 Lakh,"Shyam Nagar, Jaipur",Jan 2017,Comprehensive,Diesel,"88,000 Kms",Jaipur,First Owner
2015 Volkswagen Polo 1.5 TDI Trendline,₹3.87 Lakh,"Mansarovar, Jaipur",Jul 2015,Comprehensive,Diesel,"63,191 Kms",Dholpur,Second Owner
2022 Volkswagen Virtus Comfortline BSVI,₹13 Lakh,"Sanganer Bazar, Jaipur",2022,Expired,Petrol,"1,60,000 Kms",,First Owner
2018 Honda Jazz 1.2 VX i VTEC,₹5.25 Lakh,"Mansarovar, Jaipur",Jan 2019,Comprehensive,Petrol,"58,000 Kms",Sri Ganganagar,First Owner
2017 Porsche 718 Boxster BSVI,₹82 Lakh,"Tilak Nagar East, New Delhi",Nov 2017,Comprehensive,Petrol,"29,000 Kms",HR98,Second Owner
2017 Honda WR-V i-DTEC VX,₹5.12 Lakh,"Shyam Nagar, Jaipur",Aug 2017,Comprehensive,Diesel,"75,552 Kms",Udaipur,First Owner
2022 Tata Safari XZ Plus Gold,₹16.95 Lakh,"Nirman Nagar, Jaipur",2022,Expired,Diesel,"90,000 Kms",baran,First Owner
2019 Mahindra XUV300 W8 BSIV,₹6.20 Lakh,"Mansarovar, Jaipur",Feb 2019,Comprehensive,Petrol,"75,997 Kms",Alwar,Second Owner
2013 Tata Safari Storme EX,₹3.90 Lakh,"Mansarovar, Jaipur",Oct 2013,Expired,Diesel,"79,000 Kms",Jaipur,Second Owner
2017 Mahindra Scorpio Intelli Hybrid S8,₹9.80 Lakh,"Vaishali Nagar, Jaipur",Jun 2017,Expired,Diesel,"1,00,000 Kms",Jaipur,Second Owner
2018 Tata Nexon 1.2 Revotron XZA Plus,₹7.25 Lakh,"Bassi Naga, Jaipur",Jun 2018,Comprehensive,Petrol,"58,088 Kms",Jaipur,First Owner
2015 Volkswagen Vento Diesel Highline,₹5.23 Lakh,"Shyam Nagar, Jaipur",Mar 2015,Comprehensive,Diesel,"91,431 Kms",Rawatbhata,First Owner
2019 Hyundai Venue SX Diesel BSIV,₹8.75 Lakh,"Mansarovar, Jaipur",Jul 2019,Comprehensive,Diesel,"70,000 Kms",Ajmer,Second Owner
2021 Maruti Baleno Zeta,₹5.99 Lakh,"Shyam Nagar, Jaipur",Feb 2021,Expired,Petrol,"90,000 Kms",dausa,First Owner
2017 Honda City i VTEC V,₹6.65 Lakh,"Mansarovar, Jaipur",Apr 2017,Comprehensive,Petrol,"59,000 Kms",Jaipur,First Owner
2013 Tata Indica Quadrajet 90 VX,₹1.40 Lakh,"Mrec, Jaipur",2013,Expired,Diesel,"70,000 Kms",,First Owner
2022 Hyundai Venue S,₹8.50 Lakh,"Bassi Naga, Jaipur",Feb 2022,Comprehensive,Petrol,"37,000 Kms",rajsamand,First Owner
2016 BMW 3 Series 320i Luxury Line,₹18 Lakh,"Nirman Nagar, Jaipur",2016,Expired,Petrol,"80,000 Kms",Jaipur,Third Owner
2013 Jaguar XF 2.2 Litre Luxury,₹17.25 Lakh,"Malviya Nagar, Jaipur",Oct 2013,Expired,Diesel,"42,000 Kms",Jaipur,First Owner
2012 Hyundai Verna 1.6 SX,₹3.10 Lakh,"Mansarovar, Jaipur",2012,Expired,Diesel,"60,000 Kms",Jaipur,Second Owner
2019 Maruti S Cross Zeta DDiS 200 SH,₹8 Lakh,"Bassi Naga, Jaipur",Aug 2019,Expired,Diesel,"94,000 Kms",Jaipur,First Owner
2022 BMW 3 Series Gran Limousine 330Li M Sport First Edition,₹44.75 Lakh,"Tilak Nagar East, New Delhi",Nov 2022,Comprehensive,Petrol,"27,000 Kms",Ranchi,First Owner
2022 Volkswagen Virtus Highline BSVI,₹10.50 Lakh,"Nirman Nagar, Jaipur",Jun 2022,Comprehensive,Petrol,"49,834 Kms",Jaipur,First Owner
2019 Hyundai Xcent Petrol,₹5.37 Lakh,"Shyam Nagar, Jaipur",May 2019,Comprehensive,Petrol,"47,712 Kms",baran,First Owner
2014 Hyundai Xcent 1.2 Kappa SX,₹3.30 Lakh,"Mansarovar, Jaipur",Sept 2014,Comprehensive,Petrol,"97,974 Kms",Jaipur,Second Owner
2012 Maruti Swift VDI,₹3.15 Lakh,"Vaishali Nagar, Jaipur",Feb 2012,Comprehensive,Diesel,"83,000 Kms",Alwar,First Owner
2013 Maruti Swift Dzire VDI,₹2.50 Lakh,"Mansarovar, Jaipur",2013,Expired,Diesel,"1,20,000 Kms",New Delhi,Second Owner
2010 Hyundai i20 Asta 1.4 CRDi (Diesel),₹1.25 Lakh,"Mrec, Jaipur",2010,Expired,Diesel,"1,50,000 Kms",Jaipur,Second Owner
2021 Datsun RediGO T Option,₹3.35 Lakh,"City, Jaipur",May 2022,Third Party,Petrol,"54,605 Kms",dausa,Second Owner
2023 Hyundai Verna SX Turbo DCT,₹15.10 Lakh,"Vaishali Nagar, Jaipur",Apr 2023,Comprehensive,Petrol,"19,881 Kms",Jaipur,First Owner
2021 Tata Tigor XE BSVI,₹4.90 Lakh,"Shyam Nagar, Jaipur",Aug 2021,Comprehensive,Petrol,"36,426 Kms",Jaipur,First Owner
2012 Mahindra Scorpio VLX 2.2 mHawk BSIII,₹85 Thousand,Jaipur,2012,Expired,Diesel,"1,60,000 Kms",Ajmer,Fourth Owner
2013 Skoda Rapid 1.6 TDI Ambition,₹3.50 Lakh,"Mansarovar, Jaipur",Jan 2014,Comprehensive,Diesel,"1,25,000 Kms",Jaipur,First Owner
2017 Hyundai Grand i10 Sportz,₹4.25 Lakh,"Shyam Nagar, Jaipur",Oct 2017,Comprehensive,Petrol,"62,000 Kms",Jaipur,First Owner
2017 Toyota Etios Liva VD,₹5.30 Lakh,"Shyam Nagar, Jaipur",Aug 2017,Comprehensive,Diesel,"74,736 Kms",Jodhpur,First Owner
2023 Mahindra Thar LX Hard Top,₹15 Lakh,"Nirman Nagar, Jaipur",2023,Expired,Petrol,"80,000 Kms",Jaipur,First Owner
2015 Hyundai i20 Asta 1.4 CRDi,₹5.35 Lakh,"Shyam Nagar, Jaipur",Jul 2015,Comprehensive,Diesel,"80,352 Kms",Jaipur,First Owner
2014 Toyota Etios Cross 1.4L VD,₹4.25 Lakh,"Shyam Nagar, Jaipur",Aug 2014,Comprehensive,Diesel,"80,000 Kms",Jaipur,Second Owner
2011 Hyundai i10 Magna,₹2.30 Lakh,"Mansarovar, Jaipur",May 2011,Comprehensive,Petrol,"84,000 Kms",Jaipur,First Owner
2010 Maruti Wagon R LXI,₹2.20 Lakh,"City, Jaipur",Nov 2010,Comprehensive,Petrol,"68,845 Kms",Jaipur,First Owner
2023 Skoda Slavia 1.5 TSI Style,₹12.99 Lakh,"Sanganer Bazar, Jaipur",Jun 2023,Comprehensive,Petrol,"17,700 Kms",Jaipur,First Owner
2015 Honda City i DTec VX Option,₹4.50 Lakh,"Mansarovar, Jaipur",2015,Expired,Diesel,"1,60,000 Kms",Jaipur,First Owner
2015 Toyota Fortuner 4x4 AT,₹14.50 Lakh,"Vaishali Nagar, Jaipur",Jun 2015,Comprehensive,Diesel,"1,35,000 Kms",Jaipur,First Owner
2023 Hyundai Creta SX Opt Knight IVT BSVI,₹16.90 Lakh,"Malviya Nagar, Jaipur",Mar 2023,Comprehensive,Petrol,"24,144 Kms",Jaipur,First Owner
2019 Skoda Rapid 1.5 TDI AT Ambition BSIV,₹6.50 Lakh,"Shyam Nagar, Jaipur",Apr 2019,Comprehensive,Diesel,"74,000 Kms",Jaipur,First Owner
2021 Volkswagen Taigun 1.0 TSI Highline AT BSVI,₹10.80 Lakh,"Sanganer Bazar, Jaipur",Mar 2022,Comprehensive,Petrol,"73,440 Kms",Hanumangarh,First Owner
2017 Volkswagen Vento 1.5 TDI Highline Plus,₹6.99 Lakh,"Shyam Nagar, Jaipur",Feb 2018,Comprehensive,Diesel,"84,000 Kms",Jaipur,First Owner
2022 Maruti Grand Vitara Alpha BSVI,₹14.50 Lakh,"Vaishali Nagar, Jaipur",Oct 2022,Comprehensive,Petrol,"7,800 Kms",Jaipur,First Owner
2012 Honda Brio S MT,₹2.42 Lakh,"City, Jaipur",Apr 2012,Comprehensive,Petrol,"59,399 Kms",Jaipur,Second Owner
2015 Hyundai Grand i10 Sportz,₹3.90 Lakh,"Mansarovar, Jaipur",Oct 2015,Comprehensive,Petrol,"74,000 Kms",Churu,Second Owner
2017 Hyundai Grand i10 1.2 Kappa Sportz Option,₹3 Lakh,"City, Jaipur",2017,Expired,Petrol,"1,20,000 Kms",,Second Owner
2023 Mahindra Thar LX Hard Top Diesel,₹12.50 Lakh,"Sanganer Bazar, Jaipur",2023,Expired,Diesel,"60,000 Kms",Jaipur,First Owner
2016 Audi Q3 35 TDI Quattro Premium,₹14 Lakh,"Sanganer Bazar, Jaipur",2016,Expired,Diesel,"1,20,000 Kms",Jaipur,First Owner
2016 Maruti Ciaz ZDi SHVS,₹6.25 Lakh,"Shyam Nagar, Jaipur",Sept 2016,Comprehensive,Diesel,"81,000 Kms",Jaipur,First Owner
2023 MG Hector 1.5 Turbo Sharp pro CVT BSVI,₹16.50 Lakh,"Malviya Nagar, Jaipur",Jan 2023,Comprehensive,Petrol,"48,100 Kms",Jaipur,First Owner
2018 Maruti Alto K10 VXI,₹3.40 Lakh,"Mansarovar, Jaipur",Aug 2018,Comprehensive,Petrol,"42,000 Kms",Udaipur,First Owner
2015 Honda City i DTec V,₹5.25 Lakh,"Shyam Nagar, Jaipur",2015,Expired,Diesel,"1,20,000 Kms",Jaipur,First Owner
2022 Jeep Compass Model S DCT BSVI,₹22 Lakh,"Jaisinghpura Bas, Jaipur",Dec 2022,Comprehensive,Petrol,"21,000 Kms",Jaipur,First Owner
2021 Honda Amaze 2nd Gen S BSVI,₹6 Lakh,"Mansarovar, Jaipur",Jul 2021,Expired,Petrol,"62,600 Kms",Jaipur,First Owner
2022 Mercedes-Benz AMG GLC 43 4MATIC Coupe BSVI,₹84 Lakh,"Tilak Nagar East, New Delhi",Aug 2023,Comprehensive,Petrol,"20,000 Kms",Gurgaon,First Owner
2013 Audi A4 2.0 TDI,₹13 Lakh,"Sanganer Bazar, Jaipur",Nov 2013,Comprehensive,Diesel,"54,000 Kms",Gurgaon,Second Owner
2023 Kia Carnival Prestige,₹34.90 Lakh,"Sanganer Bazar, Jaipur",Feb 2023,Expired,Diesel,"20,000 Kms",nurpur,Second Owner
